Dataset,adjusted_mutual_info_score_BIRCH,adjusted_mutual_info_score_DBSTREAM,adjusted_mutual_info_score_STREAM_KMEANS,adjusted_rand_index_BIRCH,adjusted_rand_index_DBSTREAM,adjusted_rand_index_STREAM_KMEANS,calinski_harabasz_score_BIRCH,calinski_harabasz_score_DBSTREAM,calinski_harabasz_score_STREAM_KMEANS,completeness_score_BIRCH,completeness_score_DBSTREAM,completeness_score_STREAM_KMEANS,davies_bouldin_score_BIRCH,davies_bouldin_score_DBSTREAM,davies_bouldin_score_STREAM_KMEANS,fowlkes_mallows_index_BIRCH,fowlkes_mallows_index_DBSTREAM,fowlkes_mallows_index_STREAM_KMEANS,homogeneity_score_BIRCH,homogeneity_score_DBSTREAM,homogeneity_score_STREAM_KMEANS,iCH_BIRCH,iCH_DBSTREAM,iCH_STREAM_KMEANS,iDB_BIRCH,iDB_DBSTREAM,iDB_STREAM_KMEANS,iGD43_BIRCH,iGD43_DBSTREAM,iGD43_STREAM_KMEANS,iGD53_BIRCH,iGD53_DBSTREAM,iGD53_STREAM_KMEANS,iPS_BIRCH,iPS_DBSTREAM,iPS_STREAM_KMEANS,iWB_BIRCH,iWB_DBSTREAM,iWB_STREAM_KMEANS,iXB_BIRCH,iXB_DBSTREAM,iXB_STREAM_KMEANS,icSIL_BIRCH,icSIL_DBSTREAM,icSIL_STREAM_KMEANS,irCIP_BIRCH,irCIP_DBSTREAM,irCIP_STREAM_KMEANS,jaccard_index_BIRCH,jaccard_index_DBSTREAM,jaccard_index_STREAM_KMEANS,normalized_mutual_info_score_BIRCH,normalized_mutual_info_score_DBSTREAM,normalized_mutual_info_score_STREAM_KMEANS,silhouette_score_BIRCH,silhouette_score_DBSTREAM,silhouette_score_STREAM_KMEANS,v_measure_score_BIRCH,v_measure_score_DBSTREAM,v_measure_score_STREAM_KMEANS
transformed_iris.csv_predicted_cvis,0.6892500736825684,0.3378275322071122,0.936608377842095,0.8940372644977306,0.3958170462559639,0.9623055265157964,-0.3866940378070773,-0.1310029457810622,-0.09687095477941005,0.7558121925260856,0.5372103650143023,0.6568580306088365,-0.31991913367043756,-0.06936276014559993,-0.09476330220680362,0.8748080393696824,0.3984704515954646,0.96303509856016,0.8552889233942532,0.5707684615219912,0.9837873700442847,-0.30263717184649563,-0.09084555832834645,-0.05601492029503962,-0.30263717184649563,-0.09084555832834645,-0.05601492029503962,0.49679555046007845,0.11864682656484198,0.15969521415517804,-0.32389479624965434,0.10348249843584441,-0.05504215756922127,-0.2721300467488328,0.4720599182378682,-0.05601492029503962,-0.30263717184649563,-0.09168802100217965,-0.05601492029503962,-0.30263717184649563,-0.09084555832834645,-0.05601492029503962,-0.3023126279624779,-0.09084555832834645,-0.05601492029503962,-0.3062071545706902,-0.09898936417540069,-0.06395914922255609,0.7967682018760637,0.20169607409740603,-0.46011825617338287,0.9650703400864479,0.7572335333304057,0.9044261443296049,0.16064922258875639,0.2770298092454831,0.34095333539932937,0.9650703400864479,0.7572335333304057,0.9044261443296049
transformed_g2-4-30.csv_predicted_cvis,--,--,1.0,--,--,1.0,--,--,-0.5863925938489644,--,--,1.0,--,--,-0.15181666830316387,--,--,1.0,--,--,1.0,--,--,-0.5867473624168026,--,--,-0.5867473624168026,--,--,-0.5875542783783155,--,--,-0.5867657473983743,--,--,-0.5867473624168026,--,--,-0.3799789518267726,--,--,-0.5867473624168026,--,--,-0.5867473624168026,--,--,-0.5867473624168026,--,--,0.9999930159230488,--,--,1.0,--,--,0.23707952738434276,--,--,1.0
transformed_g2-2-30_severe_gaussian-noise.csv_predicted_cvis,0.9999852381479201,0.999925383192374,0.995566435800137,0.9999995868884682,0.9999915148842003,0.9999864397890081,-0.640399972992396,-0.6110417347983403,-0.5185178045833988,0.9999878545209566,0.9998905550472839,0.9958649949435511,-0.9476374041719006,-0.9358587897035042,-0.9893984367281536,0.9999990360730922,0.9999817504733266,0.999957782278462,0.9999852932294575,0.9998532727492739,0.9945975775117933,-0.9670035438005045,-0.9588118187568551,-0.9686597491555157,-0.9670035438005045,-0.9588118187568551,-0.9686597491555157,0.9669727691197992,0.9579658249493792,0.9683651750719776,-0.9487625682813394,-0.9250986747601361,-0.9367495973602957,-0.9670035438005045,-0.953659995242294,-0.055007542091058556,-0.9670035438005045,-0.9588118187568551,-0.9686597491555157,-0.9670035438005045,-0.9588118187568551,-0.9686597491555157,0.36823480356064164,0.27189311555197127,0.5382721385219148,-0.9675438282732507,-0.9573213613087965,-0.9686597491555157,0.9998812158482371,0.9988528619626871,0.9968053599557762,0.999985513555608,0.9999267538601732,0.9953175323048337,0.9210940679684192,0.9168674922009044,0.9825161410082798,0.999985513555608,0.999926740807117,0.9953175323048337
transformed_seeds_moderate_knock-out.csv_predicted_cvis,0.9080113372742665,--,0.9485536348921707,0.9439093545019017,--,0.9683529250358409,-0.6316578678233619,--,-0.7544327082230902,0.9044858200783751,--,0.9582040898134562,-0.7677086482737369,--,0.20333770694049313,0.9346628955190261,--,0.9542170474046623,0.8946402323725589,--,0.968171695835441,-0.6665310705353422,--,-0.8143924240336053,-0.6665310705353422,--,-0.5366938006574129,0.4908063607658832,--,0.7597312631700919,-0.6591488211300788,--,-0.7423864209076847,-0.6673462882610767,--,-0.7809254829580987,-0.6666216502826461,--,-0.8143924240336053,-0.669565492070021,--,-0.46129128795008084,-0.6628173008958845,--,-0.4793154321287705,-0.6516307021038596,--,-0.5848336631246167,-0.7001230253172996,--,-0.4005344733397659,0.9000454027670997,--,0.9671749352332426,-0.3915309577208693,--,-0.47809268867946236,0.9000454027670997,--,0.9671749352332426
transformed_s1.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-4-30_mild_knock-out.csv_predicted_cvis,--,--,0.9999999999999999,--,--,0.9999999999999999,--,--,-0.5926047320184861,--,--,0.9999999999999999,--,--,-0.001404243143882989,--,--,0.9999999999999999,--,--,0.9999999999999999,--,--,-0.5929451517452253,--,--,-0.5929451517452253,--,--,-0.5930931848878075,--,--,-0.5929451517452253,--,--,-0.5929451517452253,--,--,-0.06800192443998651,--,--,-0.377542898157092,--,--,-0.5929451517452253,--,--,-0.5929451517452253,--,--,0.9999926078194994,--,--,0.9999999999999999,--,--,0.1671771614887172,--,--,0.9999999999999999
transformed_wine_mild_knock-out.csv_predicted_cvis,0.9372768261217592,0.2862634406521433,1.0,0.9999999999999999,0.3433912068380108,1.0,-0.725884901544341,-0.5476866330973115,-0.38432089326914753,0.9372768261217592,0.20622225370352856,1.0,-0.7579955543952798,-0.3854802927747811,-0.35580747826621134,0.9999999999999999,0.2833325796451308,1.0,0.9999999999999999,0.8862251028581375,1.0,-0.7339413377435013,-0.3509826173151908,-0.40695410984735364,-0.7339413377435013,-0.35127089872571665,-0.40695410984735364,0.692853513127784,0.1926680760347591,0.389979197413699,-0.7339413377435013,-0.7601019857530895,-0.40695410984735364,-0.7339413377435013,-0.5152549744131563,-0.40695410984735364,-0.7339413377435013,-0.3509826173151908,-0.40695410984735364,-0.7339413377435013,-0.3509826173151908,-0.40695410984735364,0.26033798117857926,-0.5252487299780515,0.225666482941526,-0.7339413377435013,-0.3509826173151908,-0.40695410984735364,-0.9995974013927779,0.33477337582378724,0.8746077044553487,0.9372768261217592,0.5990007241709082,1.0,0.44011160036555574,-0.16441649780322834,0.1464502249178045,0.9764855735577276,0.5990007241709082,1.0
transformed_g2-8-30_severe_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_s1_severe_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-2-30_moderate_gaussian-noise.csv_predicted_cvis,0.999993307592815,0.9995418558713979,0.9714727315361094,0.9999994216438266,0.9999905227771972,0.9963765995508965,-0.9537190050078904,-0.9345708710708827,0.8063983368471827,0.9999926466143272,0.9990986193936747,0.9993932327393524,-0.9392837237386236,-0.9169942723638593,0.2758202991428367,0.9999980446053105,0.9999582271145568,0.7770915853580892,0.9999941338159246,0.9997206699177225,0.9051102328870169,-0.959963105036878,-0.9415719590507242,0.7998317192217718,-0.959963105036878,-0.9415719590507242,0.795482023566782,0.9599300805082447,0.9406956625856459,-0.09344192346640263,-0.9403421156879112,-0.8626287645659874,0.6892806263355471,-0.950985709673727,-0.6965137997551352,0.7998317192217718,-0.959963105036878,-0.9415719590507242,-0.6017949758003885,-0.959963105036878,-0.9415719590507242,0.38407766074488897,0.11505868981690365,0.02271316730882843,0.8026193449151874,-0.960503389539384,-0.9397446789475183,-0.7993459266168554,0.999659868956822,0.997898858464219,--,0.999993307592815,0.9995623898271278,0.9614389362270616,0.9113154834589102,0.8970445043799405,0.8282099197603808,0.999993307592815,0.999562376778828,0.9614389362270616
transformed_g2-4-90_severe_knock-out.csv_predicted_cvis,-0.44367047494103407,--,-0.5731102892971817,-0.41797489114198416,--,-0.5907372849159245,-0.6816246654631993,--,-0.6822544314587738,-0.45412660009450273,--,-0.5728500723721028,0.3439293567558264,--,0.40618267345643855,-0.04965501396679451,--,-0.038058246656594734,-0.032947625204356,--,0.010320778252948854,-0.6789617836266937,--,-0.6799777303223847,-0.8453326583759231,--,-0.833659543409884,-0.677523070217397,--,-0.6791835492857466,-0.5291992145496981,--,-0.6789205924103462,-0.6789617836266937,--,-0.7254454644785141,0.533298172719338,--,0.2987620430913015,-0.34632401027407606,--,-0.2289026782129563,-0.6789617836266937,--,-0.6799777303223847,0.6576065524991459,--,0.574858521969806,-0.532497448071518,--,-0.0834152126411311,-0.40404720434956,--,-0.4708893533611129,-0.7505438975231603,--,-0.741214819828091,-0.40404720434956,--,-0.4708893533611129
transformed_g2-2-10_moderate_gaussian-noise.csv_predicted_cvis,1.0,1.0,1.0,1.0,1.0,1.0,0.19557599466848308,0.19557599466848308,0.19557599466848308,1.0,1.0,1.0,-0.8618331915307907,-0.8618331915307907,-0.8618331915307907,1.0,1.0,1.0,1.0,1.0,1.0,-0.582610676579309,-0.582610676579309,-0.582610676579309,-0.8618291532909307,-0.8618291532909307,-0.8618291532909307,0.8555017581569635,0.8555017581569635,0.8555017581569635,0.45386099677272007,0.45386099677272007,0.45386099677272007,-0.8608716222423447,-0.8608716222423447,-0.8608716222423447,-0.8618291532909307,-0.8618291532909307,-0.8618291532909307,-0.8618291532909307,-0.8618291532909307,-0.8618291532909307,-0.07923155361151236,-0.07923155361151236,-0.07923155361151236,-0.8618291532909307,-0.8618291532909307,-0.8618291532909307,-0.9427791666849533,0.9999947236785094,0.9999947236785094,1.0,1.0,1.0,0.8573729848678273,0.8573729848678273,0.8573729848678273,1.0,1.0,1.0
transformed_fashion-mnist_moderate_knock-out.csv_predicted_cvis,-0.6000000000000001,--,--,-0.6000000000000001,--,--,-0.7999999999999999,--,--,-0.7378647873726218,--,--,1.0,--,--,-0.8944271909999159,--,--,1.0,--,--,1.0,--,--,1.0,--,--,1.0,--,--,-1.0,--,--,-0.39999999999999997,--,--,1.0,--,--,1.0,--,--,1.0,--,--,1.0,--,--,-0.9486832980505139,--,--,0.7999999999999999,--,--,-1.0,--,--,0.7999999999999999,--,--
transformed_s4.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_s3_mild_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_iris_mild_knock-out.csv_predicted_cvis,0.7313865028996618,0.4238719576270271,0.9793944906697052,0.9055801174894249,0.4959454926603592,0.9820083003592427,-0.41883189413875016,-0.1895947131768544,-0.1417556121625843,0.7754144184991765,0.5906663380650992,0.7864082085921856,-0.34864878115338505,-0.1225709162668768,-0.10664343533313042,0.8943333826135093,0.49831697103505074,0.9807013955144739,0.8816429198038551,0.6179043194577385,0.9903724913657626,-0.3351352625040291,-0.150574009496388,-0.09618819657498037,-0.3351352625040291,-0.150574009496388,-0.09618819657498037,0.5358328104447873,0.18133150533863798,0.22173818866243208,-0.3555363164649923,0.10344312034507953,-0.12607275402535925,-0.28770717124435374,0.536343397647195,-0.09671095851288787,-0.3351352625040291,-0.151798188435383,-0.09618819657498037,-0.3351352625040291,-0.150574009496388,-0.09618819657498037,-0.3349608945214567,-0.150574009496388,-0.025266826998862596,-0.3378379662339002,-0.15899023970197879,-0.09958614917137915,0.8127553319869818,0.1733156489652484,--,0.9677423032764626,0.7996948918984996,0.9800915065869151,0.18666092534368528,0.29961779531903215,0.5083859846150457,0.9677423032764626,0.7996948918984996,0.9800915065869151
transformed_s2_severe_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-2-50_moderate_knock-out.csv_predicted_cvis,0.9901959782843157,0.893322485070196,0.9743784655329971,0.9990912922062438,0.9556326878683855,0.9974745278456874,-0.5450454433239321,0.5124784447613187,-0.8361360881212725,0.9912438792343098,0.9754722717236346,0.9748820479941432,0.39054071501767595,-0.7493910563414328,0.6608052348605451,0.9942962497871417,0.8255048331573521,0.9928468728302029,0.9645900812734594,0.8960905709366985,0.9453167197447832,-0.5470470047487633,0.5028792811632621,-0.8375790004303186,0.6264471585565826,-0.5033156713265654,0.7695083294113403,-0.621939804882967,-0.03277057118200197,-0.7921986176297282,-0.5471123249732692,0.20940357226351536,-0.8213173044801647,-0.5442155150169189,0.11198393806183937,-0.7937821743548519,0.6245993449329105,-0.2586865508271744,0.7734426294285891,0.6151470824454368,-0.2378485171218826,0.772603152018996,-0.5528252627904835,0.5032620342572405,-0.8370287509364864,0.49145865460041493,-0.6362652489734261,0.7798694144257584,0.9882176475957987,0.875774050673904,-0.7192340832354789,0.9831042674572869,0.9106377057710611,0.9646870526113577,-0.47363100969034605,0.7891856308870128,-0.7285784806985758,0.9831042674572869,0.9106377057710611,0.9646870214786573
transformed_g2-8-50.csv_predicted_cvis,0.9906534060435124,0.9999944765960497,1.0,0.9999947797944588,0.9999871999375599,1.0,-0.160463919378275,-0.17852890605957797,0.05927750088413075,0.9911473482451302,0.9999602156617778,1.0,0.0016757122150987559,-0.04678244336965413,0.22619531624613037,0.9999922487855794,0.9999657654326604,1.0,0.9896688172247554,0.9999859212491734,1.0,-0.16082090271826022,-0.1789324928616094,0.059235258718633534,-0.16082090271826022,-0.1789324928616094,0.059235258718633534,0.015969730757259035,0.03545858002678798,-0.20691029657645707,-0.16082090271826022,-0.1789324928616094,0.059235258718633534,-0.19171925695873648,-0.1637360298688402,0.028093010305909098,-0.16082090271826022,-0.1789324928616094,0.059235258718633534,-0.16082090271826022,-0.1789324928616094,0.059235258718633534,-0.2526563052132061,-0.3297767313605545,-0.529680161220403,-0.8400548559186534,-0.40673558295083506,-0.6960763856645249,-0.7791612334014496,0.9993874559647443,-1.0,0.9903965086422547,0.999998101742893,1.0,-0.2500554153347326,-0.18252024634250727,-0.497092957539638,0.9903965086422547,0.999998101742893,1.0
transformed_g2-4-50_mild_gaussian-noise.csv_predicted_cvis,0.9751690892361363,0.9586448000235931,0.9837745403786675,0.9994637853881211,0.9565131090864359,0.9998332168079522,0.4235205070541444,-0.7398031178289923,-0.17583637396276378,0.9677034890846605,0.9200328745017505,0.9796613447921827,0.1478792585608606,-0.5907979306364765,-0.16934295060058308,0.9984935740343001,0.9394536282472571,0.9995410173190821,0.9733144473687313,0.9770715837334576,0.9839400601747164,0.42181030230733013,-0.7413521603386563,-0.1768727261964632,0.3768136885496467,-0.7413522645407656,-0.1858868936997798,-0.1710978394740972,0.7413521603386563,0.15738086438580412,0.42181030230733013,-0.7420349967623703,-0.1768727261964632,0.4181805389959579,0.6702239045793392,-0.1780756085251743,0.2853121080647077,-0.7384042566096806,-0.18338972373915152,0.3472176959426283,-0.731918613110766,-0.18702527915452735,0.10428424998811382,0.6302270189605083,0.0858739408479108,-0.5047337423076353,-0.7413349930411121,0.1411711276246334,0.9885544482429783,0.8413835427211066,-0.4738444613102187,0.9703281136984759,0.9618967690658414,0.9818120080534031,-0.0731062906391029,0.20182560121787038,0.21071016713972776,0.9703281136984759,0.9618967690658414,0.9818120080534031
transformed_fashion-mnist_moderate_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_fashion-mnist_severe_knock-out.csv_predicted_cvis,-0.6000000000000001,--,--,-0.6000000000000001,--,--,-0.7999999999999999,--,--,-0.7378647873726218,--,--,1.0,--,--,-0.8944271909999159,--,--,1.0,--,--,1.0,--,--,1.0,--,--,1.0,--,--,-1.0,--,--,0.39999999999999997,--,--,1.0,--,--,1.0,--,--,1.0,--,--,1.0,--,--,-0.9486832980505139,--,--,0.39999999999999997,--,--,-1.0,--,--,0.39999999999999997,--,--
transformed_s2_mild_gaussian-noise.csv_predicted_cvis,1.0,--,1.0,1.0,--,1.0,0.7978634243562575,--,0.8355727485873495,-0.3569607807317661,--,-0.14301938838683884,-0.7680367542868648,--,-0.6789028582272216,0.9814798787003114,--,0.9534625892455922,1.0,--,1.0,-0.08202334269083021,--,-0.24370871833797697,-0.7531234192521683,--,-0.6092717958449424,0.5294233937317223,--,0.26111648393354675,0.7531234192521683,--,0.6092717958449424,0.7531234192521683,--,0.17407765595569785,-0.7531234192521683,--,-0.6092717958449424,-0.7531234192521683,--,-0.6092717958449424,-0.7531234192521683,--,0.6092717958449424,-0.9266055045871561,--,-0.6363636363636364,-0.13938419805740454,--,--,1.0,--,1.0,0.17150335289900862,--,0.39167472590032015,1.0,--,1.0
transformed_fashion-mnist_severe_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-2-50_severe_gaussian-noise.csv_predicted_cvis,0.9990149878383918,--,0.9980766407845391,0.9985098680894944,--,0.9983300862327963,-0.8969460561088487,--,-0.9364339182780258,0.9970059047345896,--,0.9958350160788721,-0.7592533162526117,--,-0.7803377865024781,0.996938245504435,--,0.996511660725263,0.9958145024813037,--,0.9946378314696884,-0.8989663266164564,--,-0.9391313018368149,-0.8272439625252903,--,-0.8923491035575946,0.5254651177291243,--,0.6365816863435464,-0.8989681499652901,--,-0.9391313539324851,-0.8986370298171118,--,-0.9154799197054497,-0.8282480286322624,--,-0.8943655185646245,-0.8313262321809544,--,-0.9008442663378838,-0.002403746815150323,--,-0.025866854693861262,-0.7832189705079126,--,-0.7973057369727473,0.9974509413327689,--,-0.9156370074636215,0.9964330345416139,--,0.9952589681766921,0.7632176673344242,--,0.8009764760317521,0.9964330345416139,--,0.9952589681766921
transformed_g2-2-90_mild_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-4-10_moderate_knock-out.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-4-30_moderate_gaussian-noise.csv_predicted_cvis,1.0,1.0,1.0,1.0,1.0,1.0,-0.7868110211366026,-0.7649295826187411,-0.808036417314344,1.0,1.0,1.0,-0.786553235160207,-0.7634539344168201,-0.807351732087958,1.0,1.0,1.0,1.0,1.0,1.0,-0.7877343148633262,-0.7650430442134231,-0.8083682924787885,-0.7877343148633262,-0.7650430442134231,-0.8083682924787885,0.4372048309749246,0.39138160854120807,0.47208674834256376,-0.7877343148633262,-0.7650430442134231,-0.8083682924787885,-0.7819891500182632,-0.7586941896879601,-0.8065936051445796,-0.7877343148633262,-0.7650430442134231,-0.8083682924787885,-0.7877343148633262,-0.7650430442134231,-0.8083682924787885,0.014794251164179258,-0.02626050109739056,0.05430003683465588,-0.7877343251226978,-0.7650430541772658,-0.8083683030068949,-0.9665139025344527,0.9999948359705817,-0.27217544204330096,1.0,1.0,1.0,0.763951438843936,0.7406869096532934,0.7856330862929011,1.0,1.0,1.0
transformed_s1_mild_gaussian-noise.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-2-90_mild_knock-out.csv_predicted_cvis,0.968683677850033,--,-0.07985458653298895,0.9786476684876512,--,0.0486208423745129,0.5597616392542283,--,-0.6407756194694302,0.9921459083223959,--,0.5592057761234226,0.5643715553882185,--,-0.5864216302586367,0.9644146932718785,--,0.20200679804517008,0.9946937941216282,--,0.5574544487610618,0.5584107212953161,--,-0.6380820127251587,0.5140925009536114,--,-0.6380820127251587,0.5590209385271656,--,-0.1187005705837517,0.5583839103946923,--,-0.6380820127251587,0.603905503717881,--,-0.6329618694979732,0.48755169322939523,--,-0.6380820127251587,0.5005365581657273,--,-0.6380820127251587,0.12933490602758427,--,-0.04033252575564119,0.38962742942113815,--,-0.6380817813703032,-0.6745383358856,--,0.6445854874273585,0.9935939803694033,--,0.5582054266329847,-0.4895148123134377,--,0.3126417310585018,0.9935939803694033,--,0.5582054266329847
transformed_g2-8-90_severe_gaussian-noise.csv_predicted_cvis,--,0.5778045384897923,0.998403406359988,--,0.9662242743735016,0.9999832971598857,--,0.5785794910916581,-0.9555231777525183,--,0.8655299191423375,0.998144212650721,--,0.4889155924041985,-0.9133280039392002,--,0.030650667097269255,0.9999536698101887,--,0.5956454240082415,0.9985154795623163,--,0.5555856638462148,-0.9583225881149996,--,0.5555856638462148,-0.958389048449239,--,-0.21076241055775832,0.4182440278518753,--,0.5555856638462148,-0.9582274698553728,--,0.5555856638462148,-0.9583027620411635,--,-0.14385673293417697,-0.9582807214912745,--,0.5555856638462148,-0.9583899602923195,--,-0.043481240823270546,0.6059494009772839,--,-0.436982720876368,-0.27989398514517316,--,--,-0.8790397891091641,--,0.611992854950971,0.998340816303724,--,0.6324398103174309,0.7027143449968472,--,0.611992854950971,0.998340816303724
transformed_human-activity-recognition_mild_knock-out.csv_predicted_cvis,0.9000541558608538,0.8714788732394368,--,0.7972599074170912,0.8327464788732395,--,-0.8327109824241282,-0.02460460741816713,--,0.947886849164591,-0.24183668183413257,--,-0.8586496440628063,0.20386674717909908,--,0.8034398695337316,0.8322325773801988,--,0.9658602784468185,0.9771126760563382,--,-0.8329694953169091,0.19683685934533704,--,-0.8329694953169091,0.19683685934533704,--,0.8329599128880143,-0.4463978774438894,--,-0.7649466435137234,-0.19683685934533704,--,0.10670175982956659,-0.9261877220981484,--,-0.8329694953169091,0.19683685934533704,--,-0.8329694953169091,0.19683685934533704,--,-0.08907132271670286,0.19683685934533704,--,-0.7351564096945713,0.19542253521126762,--,0.652997208863788,--,--,0.9592855576287812,-0.06338028169014086,--,0.845560214809255,-0.34446450385433985,--,0.9592855576287812,-0.06338028169014086,--
transformed_g2-2-10.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-8-70_severe_knock-out.csv_predicted_cvis,0.9741805183165404,0.7359618664506072,0.9931911767198365,0.9850452103313877,0.699289498682111,0.9961557290522329,-0.8564649566319524,-0.28143678727371574,-0.8454162551590818,0.9691678724093604,0.6509896550977827,0.9931740183959977,-0.8675526316578978,-0.5789825648594364,-0.9413731569410415,0.9987786514452919,0.6416533097710798,0.9995982330551559,0.989870514240206,0.8844909806826183,0.9963344576110145,-0.8653223356381996,-0.3004587327101087,-0.8523716948911395,-0.8653223356381996,-0.3004587327101087,-0.8523716948911395,0.00563686942520078,-0.5337415489309669,-0.8569692710711968,-0.8655575911153606,-0.3004587327101087,-0.8523716948911395,-0.8653223356381996,-0.47473724790002314,-0.8523716948911395,-0.5884702734565754,-0.3004587327101087,-0.29478366848049814,-0.8653223356381996,-0.3004587327101087,-0.8523716948911395,-0.8586831091055855,-0.33920163383784446,-0.8523716948911395,-0.8653223356381996,-0.30473754150080573,-0.8523716948911395,--,0.9888005487789453,0.9908720369270148,0.9776666803099562,0.7335646551113117,0.9945117474750385,0.6725528038802654,0.33305900389833004,0.7787857323612296,0.9776666803099562,0.7335646551113117,0.9945117474750385
transformed_mnist.csv_predicted_cvis,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
transformed_g2-8-50_mild_knock-out.csv_predicted_cvis,1.0,1.0,1.0,1.0,1.0,1.0,-0.6635143732252436,-0.7068269409165377,-0.7068269409165377,1.0,1.0,1.0,-0.6653670671332996,-0.7080205161841918,-0.7080205161841918,1.0,1.0,1.0,1.0,1.0,1.0,-0.664006076779549,-0.7073526110225054,-0.7073526110225054,-0.664006076779549,-0.7073526110225054,-0.7073526110225054,0.6227598311823788,0.6272747691685069,0.6272747691685069,-0.664006076779549,-0.7073526110225054,-0.7073526110225054,-0.664006076779549,-0.7073526110225054,-0.7073526110225054,-0.664006076779549,-0.7073526110225054,-0.7073526110225054,-0.664006076779549,-0.7073526110225054,-0.7073526110225054,0.1297037398795148,-0.37988455171344643,-0.37988455171344643,0.05338037546342832,0.4891440694818109,0.4891440694818109,--,0.9999915397746624,0.9999915397746624,1.0,1.0,1.0,0.6236425439005493,0.6040015659033435,0.6040015659033435,1.0,1.0,1.0
transformed_g2-4-30_moderate_knock-out.csv_predicted_cvis,--,--,1.0,--,--,1.0,--,--,-0.5885650897921177,--,--,1.0,--,--,-0.10956752100527518,--,--,1.0,--,--,1.0,--,--,-0.5888850760252109,--,--,-0.5888850760252109,--,--,0.5888850760252109,--,--,-0.5910713965469325,--,--,-0.5884408547590126,--,--,-0.5888850760252109,--,--,-0.5888850760252109,--,--,-0.5888850760252109,--,--,-0.5888851520437272,--,--,--,--,--,1.0,--,--,0.18660966216086744,--,--,1.0
